Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	PDB	Taxonomic lineage	Taxonomic lineage (Ids)	Organism (ID)
M0CIF6	unreviewed	M0CIF6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C477_05034	Haloterrigena salina JCM 13891	814	M0CIF6;		Haloterrigena salina (species), Haloterrigena (genus), Natrialbaceae (family), Natrialbales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	504937 (species), 121871 (genus), 1644061 (family), 1644060 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227488
M0D245	unreviewed	M0D245_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C475_04801	Halosimplex carlsbadense 2-9-1	908	M0D245;		Halosimplex carlsbadense (species), Halosimplex (genus), Haloarculaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	171164 (species), 171163 (genus), 1963268 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	797114
M0DFI1	unreviewed	M0DFI1_HALPD	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C474_05740	Halogeometricum pallidum JCM 14848	758	M0DFI1;		Halogeometricum pallidum (species), Halogeometricum (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	411361 (species), 60846 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227487
M0DQ36	unreviewed	M0DQ36_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C473_00817	Halorubrum terrestre JCM 10247	793	M0DQ36;		Halorubrum terrestre (species), Halorubrum distributum group (no rank), Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	267368 (species), 2703941 (no rank), 56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227486
M0E8S4	unreviewed	M0E8S4_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C464_16892	Halorubrum coriense DSM 10284	795	M0E8S4;		Halorubrum coriense (species), Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	64713 (species), 56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227466
M0ENM9	unreviewed	M0ENM9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C464_04409	Halorubrum coriense DSM 10284	783	M0ENM9;		Halorubrum coriense (species), Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	64713 (species), 56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227466
M0ENP1	unreviewed	M0ENP1_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C464_04603	Halorubrum coriense DSM 10284	792	M0ENP1;		Halorubrum coriense (species), Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	64713 (species), 56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227466
M0EZ56	unreviewed	M0EZ56_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C465_03045	Halorubrum distributum JCM 9100	725	M0EZ56;		Halorubrum distributum (species), Halorubrum distributum group (no rank), Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	29283 (species), 2703941 (no rank), 56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227467
M0F0U9	unreviewed	M0F0U9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C466_12071	Halorubrum distributum JCM 10118	725	M0F0U9;		Halorubrum distributum (species), Halorubrum distributum group (no rank), Halorubrum (genus), Halorubraceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	29283 (species), 2703941 (no rank), 56688 (genus), 1963271 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227468
M0F5I6	unreviewed	M0F5I6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C460_16562	Haloferax sp. ATCC BAA-646	752	M0F5I6;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227464
M0FL15	unreviewed	M0FL15_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C460_02934	Haloferax sp. ATCC BAA-646	824	M0FL15;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227464
M0FZZ7	unreviewed	M0FZZ7_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C459_05931	Haloferax sp. ATCC BAA-645	824	M0FZZ7;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227463
M0G4S6	unreviewed	M0G4S6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C459_03960	Haloferax sp. ATCC BAA-645	752	M0G4S6;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227463
M0G5A9	unreviewed	M0G5A9_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C458_11875	Haloferax sp. ATCC BAA-644	752	M0G5A9;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227462
M0G616	unreviewed	M0G616_HALPT	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C457_13134	Haloferax prahovense (strain DSM 18310 / JCM 13924 / TL6)	751	M0G616;		Haloferax prahovense (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	381852 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227461
M0GA12	unreviewed	M0GA12_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C458_07571	Haloferax sp. ATCC BAA-644	824	M0GA12;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227462
M0GI18	unreviewed	M0GI18_HALPT	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C457_08509	Haloferax prahovense (strain DSM 18310 / JCM 13924 / TL6)	825	M0GI18;		Haloferax prahovense (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	381852 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227461
M0GQC8	unreviewed	M0GQC8_HALL2	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C456_08763	Haloferax lucentense (strain DSM 14919 / JCM 9276 / NCIMB 13854 / Aa 2.2) (Haloferax alicantei)	832	M0GQC8;		Haloferax lucentense (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2254 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1230452
M0GZ24	unreviewed	M0GZ24_HALL2	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C456_03981	Haloferax lucentense (strain DSM 14919 / JCM 9276 / NCIMB 13854 / Aa 2.2) (Haloferax alicantei)	747	M0GZ24;		Haloferax lucentense (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2254 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1230452
M0H1N3	unreviewed	M0H1N3_HALGM	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C454_14430	Haloferax gibbonsii (strain ATCC 33959 / DSM 4427 / JCM 8863 / NBRC 102184 / NCIMB 2188 / Ma 2.38)	844	M0H1N3;		Haloferax gibbonsii (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	35746 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227459
M0H9V1	unreviewed	M0H9V1_HALGM	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C454_09451	Haloferax gibbonsii (strain ATCC 33959 / DSM 4427 / JCM 8863 / NBRC 102184 / NCIMB 2188 / Ma 2.38)	755	M0H9V1;		Haloferax gibbonsii (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	35746 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227459
M0HEF5	unreviewed	M0HEF5_HALLR	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C455_04731	Haloferax larsenii JCM 13917	869	M0HEF5;		Haloferax larsenii (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	302484 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227460
M0HMZ4	unreviewed	M0HMZ4_HALEO	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C453_10690	Haloferax elongans ATCC BAA-1513	869	M0HMZ4;		Haloferax elongans (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	403191 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1230453
M0HSY3	unreviewed	M0HSY3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C452_16863	Haloferax alexandrinus JCM 10717	747	M0HSY3;		Haloferax alexandrinus (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	114529 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227458
M0I6N3	unreviewed	M0I6N3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C441_12180	Haloferax sulfurifontis ATCC BAA-897	752	M0I6N3;		Haloferax sulfurifontis (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	255616 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	662480
M0IE47	unreviewed	M0IE47_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C452_02572	Haloferax alexandrinus JCM 10717	832	M0IE47;		Haloferax alexandrinus (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	114529 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1227458
M0IF68	unreviewed	M0IF68_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C441_06859	Haloferax sulfurifontis ATCC BAA-897	823	M0IF68;		Haloferax sulfurifontis (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	255616 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	662480
M0ISH6	unreviewed	M0ISH6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C440_00390	Haloferax mucosum ATCC BAA-1512	835	M0ISH6;		Haloferax mucosum (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	403181 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	662479
M0IZK2	unreviewed	M0IZK2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C438_15859	Haloferax denitrificans ATCC 35960	823	M0IZK2;		Haloferax denitrificans (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	35745 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	662478
M0J8Y3	unreviewed	M0J8Y3_HALVA	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C437_12925	Haloarcula vallismortis ATCC 29715	837	M0J8Y3;		Haloarcula vallismortis (species), Haloarcula (genus), Haloarculaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	28442 (species), 2237 (genus), 1963268 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	662477
M0JAF8	unreviewed	M0JAF8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk C438_11713	Haloferax denitrificans ATCC 35960	751	M0JAF8;		Haloferax denitrificans (species), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	35745 (species), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	662478
