accession	seqid	alntmscore	Taxonomic.lineage	Organism	Phylum	LeidenCluster	tSNE1	tSNE2	info
A0A257HR50	0.395	0.9369	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium PA1	Pseudomonadota	NA	NA	NA	NA
A0A3D3YZ89	0.395	0.934	unclassified Hyphomonadaceae (no rank), Hyphomonadaceae (family), Hyphomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hyphomonadaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A3D3B207	0.428	0.9365	unclassified Hyphomicrobiales (no rank), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hyphomicrobiales bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0H2N180	0.386	0.9454	Kiloniella (genus), Kiloniellaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kiloniella spongiae	Pseudomonadota	NA	NA	NA	NA
A0A2P6FWX8	0.382	0.933	unclassified Paracoccaceae (no rank), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Paracoccaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A537RNI5	0.397	0.9274	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1L5BK02	0.392	0.9363	Sphingobium indicum (species), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium indicum (strain DSM 16412 / CCM 7286 / MTCC 6364 / B90A)	Pseudomonadota	NA	NA	NA	NA
A0A5B8CGH8	0.397	0.93	Sphingobium fuliginis (strain ATCC 27551) (species), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium fuliginis ATCC 27551	Pseudomonadota	NA	NA	NA	NA
A0A0F5P7V6	0.397	0.9197	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. SRS2	Pseudomonadota	NA	NA	NA	NA
T0FZ66	0.392	0.9237	unclassified Sphingobium (no rank), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium sp. HDIP04	Pseudomonadota	NA	NA	NA	NA
A0A0J7XS60	0.392	0.9394	Sphingobium cupriresistens (species), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium cupriresistens LL01	Pseudomonadota	NA	NA	NA	NA
T0IXM1	0.4	0.9282	Sphingobium ummariense (species), Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium ummariense RL-3	Pseudomonadota	NA	NA	NA	NA
A0A6N7FLK4	0.4	0.9321	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0Q7EE11	0.396	0.9357	unclassified Devosia (no rank), Devosia (genus), Devosiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Devosia sp. Root413D1	Pseudomonadota	NA	NA	NA	NA
J2GE89	0.4	0.9258	unclassified Novosphingobium (no rank), Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium sp. AP12	Pseudomonadota	NA	NA	NA	NA
A0A349TEL5	0.402	0.9283	unclassified Erythrobacter (no rank), Erythrobacter (genus), Erythrobacter/Porphyrobacter group (no rank), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Erythrobacter sp	Pseudomonadota	NA	NA	NA	NA
A0A2E5KW68	0.393	0.9279	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A844YLV2	0.41	0.9244	Pelagerythrobacter (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pelagerythrobacter marinus	Pseudomonadota	NA	NA	NA	NA
A0A7X4GFJ1	0.403	0.9264	Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium silvae	Pseudomonadota	NA	NA	NA	NA
A0A5C4XPW9	0.391	0.9371	Rhizobium (genus), Rhizobium/Agrobacterium group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobium smilacinae	Pseudomonadota	NA	NA	NA	NA
A0A2W7BRG8	0.395	0.9374	Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium kowhaii	Pseudomonadota	NA	NA	NA	NA
A0A3M1A2H0	0.4	0.9456	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A841NXY0	0.398	0.9332	Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sangaii	Pseudomonadota	NA	NA	NA	NA
A0A435WWY8	0.399	0.9341	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. M7A.F.Ca.US.002.01.1.1	Pseudomonadota	NA	NA	NA	NA
A0A6G6YN28	0.387	0.9306	unclassified Bradyrhizobium (no rank), Bradyrhizobium (genus), Nitrobacteraceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Bradyrhizobium sp. 6(2017)	Pseudomonadota	NA	NA	NA	NA
A0A1C1YQS1	0.395	0.9309	Hoeflea (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hoeflea olei	Pseudomonadota	NA	NA	NA	NA
A0A7R7AP79	0.397	0.9358	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mesorhizobium sp. 113-1-2	Pseudomonadota	NA	NA	NA	NA
A0A6I6E5G1	0.404	0.9279	Thermochromatium tepidum (species), Thermochromatium (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thermochromatium tepidum ATCC 43061	Pseudomonadota	NA	NA	NA	NA
A0A4R4A6N0	0.403	0.9218	Marichromatium (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Marichromatium gracile (Chromatium gracile)	Pseudomonadota	NA	NA	NA	NA
A0A2P2E7S0	0.394	0.9355	Candidatus Phycosocius (genus), Alphaproteobacteria incertae sedis (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Phycosocius bacilliformis	Pseudomonadota	NA	NA	NA	NA
A0A257JMU4	0.395	0.9288	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium PA3	Pseudomonadota	NA	NA	NA	NA
A0A252AWY1	0.386	0.9166	Acetobacter (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acetobacter indonesiensis	Pseudomonadota	NA	NA	NA	NA
A0A0Q6C5F3	0.396	0.9313	unclassified Aureimonas (no rank), Aureimonas (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aureimonas sp. Leaf427	Pseudomonadota	NA	NA	NA	NA
A0A0Q6ES71	0.396	0.9309	unclassified Aureimonas (no rank), Aureimonas (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aureimonas sp. Leaf460	Pseudomonadota	NA	NA	NA	NA
A4BPH2	0.393	0.9235	Nitrococcus mobilis (species), Nitrococcus (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrococcus mobilis Nb-231	Pseudomonadota	NA	NA	NA	NA
A0A0Q5HPC7	0.392	0.9326	unclassified Aureimonas (no rank), Aureimonas (genus), Aurantimonadaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aureimonas sp. Leaf324	Pseudomonadota	NA	NA	NA	NA
A0A7X3YYJ7	0.393	0.9427	unclassified Paracoccaceae (no rank), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Paracoccaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A355WMA9	0.413	0.9309	unclassified Paracoccaceae (no rank), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Paracoccaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A2E3KAG5	0.395	0.9407	unclassified Rhodospirillaceae (no rank), Rhodospirillaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodospirillaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0U5MLY9	0.397	0.9239	unclassified Magnetospirillum (no rank), Magnetospirillum (genus), Rhodospirillaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Magnetospirillum sp. XM-1	Pseudomonadota	NA	NA	NA	NA
A0A7W6LQ93	0.396	0.932	Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium scionense	Pseudomonadota	NA	NA	NA	NA
M3A812	0.394	0.9239	Magnetospirillum (genus), Rhodospirillaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Magnetospirillum caucaseum	Pseudomonadota	NA	NA	NA	NA
A0A7W6GNB6	0.391	0.9317	Sphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingobium fontiphilum	Pseudomonadota	NA	NA	NA	NA
A0A2E1Y9A6	0.395	0.9296	unclassified Altererythrobacter (no rank), Altererythrobacter (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Altererythrobacter sp	Pseudomonadota	NA	NA	NA	NA
A0A4T3EYM0	0.407	0.9228	Alteraurantiacibacter (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alteraurantiacibacter aquimixticola	Pseudomonadota	NA	NA	NA	NA
A0A7W6JQX6	0.398	0.9379	Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas kyeonggiensis	Pseudomonadota	NA	NA	NA	NA
A0A3R8WK27	0.387	0.9203	Sphingorhabdus (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingorhabdus wooponensis	Pseudomonadota	NA	NA	NA	NA
W6MAQ9	0.404	0.9057	Candidatus Competibacter denitrificans (species), Candidatus Competibacter (genus), Candidatus Competibacteraceae (family), Gammaproteobacteria incertae sedis (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Competibacter denitrificans Run_A_D11	Pseudomonadota	NA	NA	NA	NA
A0A7X1KN65	0.41	0.9225	Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium flavum	Pseudomonadota	NA	NA	NA	NA
A0A4Q2KT72	0.403	0.9319	Pelagerythrobacter (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pelagerythrobacter rhizovicinus	Pseudomonadota	NA	NA	NA	NA
A0A553WGY7	0.382	0.9216	Sphingorhabdus (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingorhabdus contaminans	Pseudomonadota	NA	NA	NA	NA
A0A3D0SU67	0.41	0.9296	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A0W1EQJ9	0.405	0.936	unclassified Sphingopyxis (no rank), Sphingopyxis (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingopyxis sp. HIX	Pseudomonadota	NA	NA	NA	NA
A0A0W1GR43	0.402	0.9273	unclassified Sphingopyxis (no rank), Sphingopyxis (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingopyxis sp. H071	Pseudomonadota	NA	NA	NA	NA
A0A6I4SXM6	0.405	0.933	Croceibacterium (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Croceibacterium salegens	Pseudomonadota	NA	NA	NA	NA
A0A031JWV7	0.408	0.926	Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium resinovorum	Pseudomonadota	NA	NA	NA	NA
A0A5B8LKD4	0.411	0.927	Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas panacisoli	Pseudomonadota	NA	NA	NA	NA
A0A430G969	0.401	0.9256	Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas koreensis	Pseudomonadota	NA	NA	NA	NA
A0A1A7QPW6	0.391	0.9303	unclassified Erythrobacter (no rank), Erythrobacter (genus), Erythrobacter/Porphyrobacter group (no rank), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Erythrobacter sp. QSSC1-22B	Pseudomonadota	NA	NA	NA	NA
A0A1L6JBZ7	0.401	0.927	Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas koreensis	Pseudomonadota	NA	NA	NA	NA
A0A258RQY9	0.405	0.9291	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. 28-63-12	Pseudomonadota	NA	NA	NA	NA
A0A839YJN7	0.408	0.9258	unclassified Sphingomonas (no rank), Sphingomonas (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sphingomonas sp. BK580	Pseudomonadota	NA	NA	NA	NA
A0A1D8A4H9	0.408	0.926	Novosphingobium (genus), Sphingomonadaceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Novosphingobium resinovorum	Pseudomonadota	NA	NA	NA	NA
A0A0A8K502	0.405	0.9341	Methyloceanibacter (genus), Hyphomicrobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Methyloceanibacter caenitepidi	Pseudomonadota	NA	NA	NA	NA
A0A3M1PNR7	0.399	0.949	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A7Z9KGL5	0.397	0.9217	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A5B2TN59	0.384	0.9247	Roseomonas (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Roseomonas oryzae	Pseudomonadota	NA	NA	NA	NA
A0A2J7TFW8	0.405	0.9455	Methylocella (genus), Beijerinckiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Methylocella silvestris	Pseudomonadota	NA	NA	NA	NA
A0A2E1HUD7	0.383	0.9286	unclassified Paracoccaceae (no rank), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Paracoccaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A6G7VC71	0.401	0.9288	Caldichromatium (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caldichromatium japonicum	Pseudomonadota	NA	NA	NA	NA
