StruCluster	accession	tSNE1	tSNE2	Taxonomic.lineage	Organism	Phylum	seqid	alntmscore
SC59	A0A7V2GZ55	39.594086	96.48315	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium	Pseudomonadota	0.544	0.9408
SC59	A0A7V8G7P5	56.673367	0.13363183	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp	Pseudomonadota	0.515	0.9417
SC59	A0A7V8JST8	86.463264	13.12393	Herbaspirillum (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Herbaspirillum frisingense	Pseudomonadota	0.547	0.9489
SC59	A0A7V8ZPR3	95.212	15.021674	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium	Pseudomonadota	0.663	0.9619
SC59	A0A7V9RKF4	46.162895	3.8849525	unclassified Burkholderiaceae (no rank), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiaceae bacterium	Pseudomonadota	0.544	0.9574
SC59	A0A7W2EFP4	68.96337	7.699684	Rugamonas (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugamonas fusca	Pseudomonadota	0.548	0.9515
SC59	A0A7W2ENZ4	68.719955	7.3980193	Rugamonas (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugamonas brunnea	Pseudomonadota	0.548	0.961
SC59	A0A7W2F879	68.76602	7.550576	Rugamonas (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugamonas apoptosis	Pseudomonadota	0.549	0.9626
SC59	A0A7W4U3X4	101.93203	-17.050095	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus alkaliphilus	Pseudomonadota	0.598	0.9839
SC59	A0A7W4VGW9	95.44478	15.1337805	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus alkaliphilus	Pseudomonadota	0.622	0.9541
SC59	A0A7W5B8A0	67.48188	5.768992	Pseudoduganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudoduganella violacea	Pseudomonadota	0.565	0.9522
SC59	A0A7W8KM80	86.54916	13.001941	unclassified Herbaspirillum (no rank), Herbaspirillum (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Herbaspirillum sp. SJZ102	Pseudomonadota	0.556	0.953
SC59	A0A7X0QFH1	101.90043	-17.563828	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.599	0.9901
SC59	A0A7X2LBP0	98.6282	-17.580126	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia pickettii (Burkholderia pickettii)	Pseudomonadota	0.604	0.992
SC59	A0A7X2LU20	68.36109	6.6628494	Pseudoduganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudoduganella rivuli	Pseudomonadota	0.574	0.9567
SC59	A0A7X3L0X5	92.26322	-16.156178	unclassified Cupriavidus (no rank), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus sp. SW-Y-13	Pseudomonadota	0.596	0.9787
SC59	A0A7X6WPQ3	95.6243	4.4630795	unclassified Oxalobacter (no rank), Oxalobacter (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oxalobacter sp	Pseudomonadota	0.534	0.9626
SC59	A0A7X7LU39	98.872116	6.136936	Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera phenolivorans	Pseudomonadota	0.673	0.9881
SC59	A0A7Y4W701	94.04718	19.341452	unclassified Sulfuriferula (no rank), Sulfuriferula (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuriferula sp	Pseudomonadota	0.642	0.9895
SC59	A0A7Y8J9W3	98.05253	5.3208327	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	0.672	0.9894
SC59	A0A7Y8JI81	95.90913	17.74383	unclassified Hydrogenophilaceae (no rank), Hydrogenophilaceae (family), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hydrogenophilaceae bacterium	Pseudomonadota	0.66	0.9874
SC59	A0A7Y9HLV6	68.44878	6.9211793	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. 1224	Pseudomonadota	0.556	0.9632
SC59	A0A7Z7JBW1	93.031136	-16.30863	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus taiwanensis	Pseudomonadota	0.596	0.9615
SC59	A0A7Z7NKZ8	97.519745	11.219392	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus taiwanensis	Pseudomonadota	0.625	0.9587
SC59	A0A809E728	101.592	-17.571161	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.599	0.9899
SC59	A0A809PR95	67.57181	10.425564	unclassified Undibacterium (no rank), Undibacterium (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Undibacterium sp. YM2	Pseudomonadota	0.566	0.9416
SC59	A0A809RKD1	92.585846	20.27429	Sulfuriferula (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuriferula nivalis	Pseudomonadota	0.645	0.9896
SC59	A0A828RK42	100.70745	0.78980094	Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis M01-240013	Pseudomonadota	0.58	0.9825
SC59	A0A833LU91	93.72045	16.54627	unclassified Dechloromonas (no rank), Dechloromonas (genus), Azonexaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dechloromonas sp	Pseudomonadota	0.746	0.9916
SC59	A0A837BZC8	101.68693	0.38842568	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria mucosa	Pseudomonadota	0.582	0.9847
SC59	A0A838LTB0	97.81446	4.724162	unclassified Rhodocyclaceae (no rank), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodocyclaceae bacterium	Pseudomonadota	0.674	0.9903
SC59	A0A838QI56	89.31299	13.7166395	unclassified Gemmatimonadales (no rank), Gemmatimonadales (order), Gemmatimonadetes (class), Gemmatimonadetes (phylum), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Gemmatimonadales bacterium	Gemmatimonadetes	0.472	0.9583
SC59	A0A838ZYB6	91.387764	21.275051	unclassified Deefgea (no rank), Deefgea (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Deefgea sp. CFH1-16	Pseudomonadota	0.619	0.987
SC59	A0A839F3D9	91.85363	24.378363	Dokdonella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dokdonella fugitiva	Pseudomonadota	0.534	0.9799
SC59	A0A839VLE9	86.31885	13.976298	unclassified Herbaspirillum (no rank), Herbaspirillum (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Herbaspirillum sp. Sphag64	Pseudomonadota	0.565	0.9514
SC59	A0A840BEJ9	101.66493	-16.96234	Niveibacterium (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Niveibacterium umoris	Pseudomonadota	0.688	0.9887
SC59	A0A840MP94	93.6723	19.439255	Chitinivorax (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Chitinivorax tropicus	Pseudomonadota	0.628	0.9655
SC59	A0A843SIK7	68.65642	7.201291	Rugamonas (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugamonas rivuli	Pseudomonadota	0.561	0.9428
SC59	A0A845GYC9	69.13599	7.9473987	Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella vulcania	Pseudomonadota	0.561	0.9563
SC59	A0A845HQR9	68.95334	7.6749635	Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella vulcania	Pseudomonadota	0.559	0.947
SC59	A0A845TNH1	68.3383	8.459244	unclassified Oxalobacteraceae (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oxalobacteraceae bacterium	Pseudomonadota	0.554	0.9402
SC59	A0A845V0X6	97.784225	18.462267	Wenzhouxiangella (genus), Wenzhouxiangellaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Wenzhouxiangella limi	Pseudomonadota	0.545	0.9761
SC59	A0A846UQ10	90.47853	25.174559	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. SG609	Pseudomonadota	0.523	0.9629
SC59	A0A847S2X5	94.00997	19.3671	Leeia (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Leeia aquatica	Pseudomonadota	0.636	0.9867
SC59	A0A848FZJ0	99.97635	4.7463126	Zoogloea (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Zoogloea dura	Pseudomonadota	0.693	0.9797
SC59	A0A848HKI9	68.72914	8.159725	Massilia (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Massilia polaris	Pseudomonadota	0.556	0.9584
SC59	A0A849B7Y1	96.1911	-16.81638	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus gilardii	Pseudomonadota	0.593	0.9788
SC59	A0A849IHD1	92.90602	19.47986	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium	Pseudomonadota	0.687	0.9868
SC59	A0A849K492	72.85128	-2.8521144	unclassified Ramlibacter (no rank), Ramlibacter (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ramlibacter sp. B156	Pseudomonadota	0.5	0.9434
SC59	A0A849SWF5	100.535706	12.824854	unclassified Methylophilaceae (no rank), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Methylophilaceae bacterium	Pseudomonadota	0.62	0.9812
SC59	A0A850B3Y5	87.47993	12.473265	unclassified Chthonomonadales (no rank), Chthonomonadales (order), Chthonomonadetes (class), Armatimonadetes (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Chthonomonadales bacterium	Armatimonadetes	0.393	0.9329
SC59	A0A850QHS0	67.796265	9.954499	Undibacterium (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Undibacterium oligocarboniphilum	Pseudomonadota	0.556	0.9384
SC59	A0A855G0L0	101.635155	0.5962658	Snodgrassella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Snodgrassella alvi	Pseudomonadota	0.59	0.9826
SC59	A1K651	89.28339	17.730742	Azoarcus (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Azoarcus sp. (strain BH72)	Pseudomonadota	0.693	0.9875
SC59	A1KS04	99.80091	1.7484312	Neisseria meningitidis serogroup C (no rank), Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18)	Pseudomonadota	0.578	0.9579
SC59	A1WHF7	59.658768	0.17392772	Verminephrobacter eiseniae (species), Verminephrobacter (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Verminephrobacter eiseniae (strain EF01-2)	Pseudomonadota	0.492	0.9356
SC59	A3RUT2	101.24924	-16.804356	Ralstonia solanacearum (species), Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (strain UW551)	Pseudomonadota	0.591	0.971
SC59	A6GT24	100.007095	-16.979342	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Limnobacter sp. MED105	Pseudomonadota	0.62	0.9859
SC59	A9M159	98.8626	1.2199452	Neisseria meningitidis serogroup C (no rank), Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis serogroup C (strain 053442)	Pseudomonadota	0.582	0.9826
SC59	B2UGN9	100.53597	-17.777641	Ralstonia pickettii (species), Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia pickettii (strain 12J)	Pseudomonadota	0.603	0.992
SC59	B3R1R1	96.86438	-17.013754	Cupriavidus taiwanensis (species), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	Pseudomonadota	0.596	0.9717
SC59	B3R4Y3	98.86102	7.294505	Cupriavidus taiwanensis (species), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	Pseudomonadota	0.628	0.9588
SC59	B4RNS6	93.63595	15.457209	Neisseria gonorrhoeae (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria gonorrhoeae (strain NCCP11945)	Pseudomonadota	0.58	0.9539
