protid	LeidenCluster
A0A7X4D107	LC10
A0A7X4DK50	LC00
A0A7X4E0L9	LC00
A0A7X4E4R1	LC06
A0A7X4EBS3	LC13
A0A7X4EPY6	LC10
A0A7X4FHR1	LC07
A0A7X4FX03	LC03
A0A7X4GFJ1	LC10
A0A7X4H263	LC30
A0A7X4IKG9	LC13
A0A7X4IUH0	LC11
A0A7X4J878	LC00
A0A7X4JJF7	LC00
A0A7X4KBC6	LC30
A0A7X4KN63	LC04
A0A7X4KZS8	LC23
A0A7X4L309	LC02
A0A7X4L3P3	LC34
A0A7X4RWY0	LC09
A0A7X4W2H8	LC05
A0A7X4W9Z8	LC09
A0A7X4X390	LC09
A0A7X4XLQ8	LC09
A0A7X4YIN8	LC24
A0A7X4ZG95	LC04
A0A7X4ZIJ4	LC02
A0A7X5BC04	LC09
A0A7X5BKH1	LC09
A0A7X5BWP1	LC05
A0A7X5C6E3	LC03
A0A7X5CPP0	LC04
A0A7X5CW50	LC34
A0A7X5D2Y8	LC07
A0A7X5DAG5	LC00
A0A7X5DZC3	LC28
A0A7X5EED9	LC34
A0A7X5F1B0	LC06
A0A7X5H3E4	LC09
A0A7X5HW32	LC06
A0A7X5NCL7	LC03
A0A7X5QKJ4	LC09
A0A7X5QU36	LC31
A0A7X5R3V0	LC18
A0A7X5RJD4	LC14
A0A7X5SH46	LC05
A0A7X5SIR5	LC04
A0A7X5TFZ5	LC09
A0A7X5TP84	LC20
A0A7X5TZ07	LC46
A0A7X5UC86	LC31
A0A7X5UT50	LC38
A0A7X5UYR1	LC10
A0A7X5V4K6	LC41
A0A7X5VLL2	LC22
A0A7X5X4C6	LC01
A0A7X5XXU2	LC10
A0A7X5Y686	LC33
A0A7X5YG45	LC00
A0A7X5ZJJ2	LC20
A0A7X6B7X7	LC10
A0A7X6BPJ2	LC02
A0A7X6BR72	LC00
A0A7X6BSZ1	LC32
A0A7X6BTY9	LC09
A0A7X6CSB4	LC00
A0A7X6E8A3	LC12
A0A7X6FD40	LC15
A0A7X6FTQ6	LC11
A0A7X6FX14	LC11
A0A7X6FZX6	LC14
A0A7X6GDP0	LC14
A0A7X6H613	LC13
A0A7X6HD90	LC13
A0A7X6HMT4	LC35
A0A7X6HQQ0	LC35
A0A7X6I1H0	LC01
A0A7X6JL42	LC14
A0A7X6JXJ8	LC11
A0A7X6L1Z7	LC22
A0A7X6LUF6	LC00
A0A7X6MWK0	LC22
A0A7X6N262	LC04
A0A7X6PC50	LC02
A0A7X6QZE1	LC00
A0A7X6RQ00	LC06
A0A7X6TV71	LC11
A0A7X6UCT2	LC18
A0A7X6WPQ3	LC20
A0A7X6WXL7	LC38
A0A7X6X8L4	LC07
A0A7X7BEY4	LC00
A0A7X7C377	LC00
A0A7X7CJA3	LC00
A0A7X7CUR7	LC04
A0A7X7CXY4	LC04
A0A7X7D4Q7	LC01
A0A7X7DB84	LC03
A0A7X7DE64	LC25
A0A7X7E180	LC07
A0A7X7EX26	LC04
A0A7X7G4X9	LC26
A0A7X7GAM2	LC00
A0A7X7GJW1	LC22
A0A7X7GY57	LC07
A0A7X7H2I6	LC06
A0A7X7H4L4	LC38
A0A7X7J6M7	LC00
A0A7X7JVG2	LC44
A0A7X7K0M8	LC13
A0A7X7K8L7	LC00
A0A7X7KGP1	LC08
A0A7X7KK89	LC11
A0A7X7LU39	LC20
A0A7X7N0N4	LC02
A0A7X7NPE5	LC18
A0A7X7P422	LC25
A0A7X7PHK0	LC26
A0A7X7PZA5	LC03
A0A7X7T3P8	LC18
A0A7X7TNL8	LC14
A0A7X7U4S3	LC21
A0A7X7U798	LC00
A0A7X7UKT4	LC36
A0A7X7UTA5	LC04
A0A7X7V3K2	LC04
A0A7X7V7H3	LC00
A0A7X7VL62	LC02
A0A7X7WPU1	LC04
A0A7X7WX48	LC00
A0A7X7XKX1	LC44
A0A7X7XXC7	LC02
A0A7X7YCX1	LC18
A0A7X7YT20	LC08
A0A7X7ZYW7	LC33
A0A7X8AEH7	LC25
A0A7X8BFG8	LC13
A0A7X8C1J6	LC26
A0A7X8CX03	LC08
A0A7X8DCK9	LC05
A0A7X8EFY8	LC05
A0A7X8F1Q8	LC00
A0A7X8FSI7	LC17
A0A7X8G030	LC00
A0A7X8GKY7	LC00
A0A7X8GTJ8	LC00
A0A7X8GY76	LC05
A0A7X8HIL4	LC17
A0A7X8HKF1	LC25
A0A7X8I007	LC03
A0A7X8IPQ7	LC08
A0A7X8IUA0	LC08
A0A7X8J628	LC00
A0A7X8L0L8	LC08
A0A7X8NFS7	LC18
A0A7X8NW24	LC10
A0A7X8P8H2	LC10
A0A7X8PNZ5	LC00
A0A7X8Q4D5	LC10
A0A7X8Q8Z4	LC27
A0A7X8QE30	LC03
A0A7X8R960	LC02
A0A7X8SHI5	LC36
A0A7X8SSP1	LC15
A0A7X8T7K0	LC15
A0A7X8TSU8	LC09
A0A7X8W7C1	LC27
A0A7X8W9C6	LC05
A0A7X8WJJ3	LC14
A0A7X8XRI2	LC15
A0A7X8ZC68	LC27
A0A7X8ZNZ9	LC22
A0A7X9AQW5	LC02
A0A7X9AWA5	LC21
A0A7X9BHP7	LC13
A0A7X9BKL5	LC08
A0A7X9DQC2	LC00
A0A7X9E0Q4	LC17
A0A7X9EW85	LC33
A0A7X9G9Q6	LC21
A0A7X9HZW9	LC40
A0A7X9L615	LC44
A0A7X9LY78	LC18
A0A7X9MJ44	LC22
A0A7X9NIK5	LC26
A0A7X9P126	LC00
A0A7X9P3P0	LC36
A0A7X9PM81	LC08
A0A7X9Q1E1	LC21
A0A7X9Q8Q3	LC03
A0A7X9QS27	LC03
A0A7X9RC82	LC08
A0A7X9SC51	LC14
A0A7X9TVX2	LC12
A0A7X9TZB1	LC32
A0A7X9U7X2	LC45
A0A7X9UBG5	LC24
A0A7X9US57	LC07
A0A7X9UXH9	LC07
A0A7X9VP14	LC01
A0A7X9WAZ2	LC06
A0A7X9WTP5	LC33
A0A7X9X218	LC29
A0A7X9XWN8	LC00
A0A7X9Y0Q2	LC22
A0A7X9Y3Z7	LC36
A0A7X9YKT1	LC04
A0A7X9ZD84	LC38
A0A7X9ZNE3	LC33
A0A7Y0A3L2	LC08
A0A7Y0AEE6	LC00
A0A7Y0AV91	LC15
A0A7Y0B4P8	LC01
A0A7Y0BHN9	LC30
A0A7Y0BZ94	LC14
A0A7Y0CJ55	LC00
A0A7Y0CQ26	LC30
A0A7Y0DM52	LC07
A0A7Y0DVA6	LC45
A0A7Y0E2Q0	LC10
A0A7Y0ERH6	LC13
A0A7Y0EUS4	LC13
A0A7Y0EXZ8	LC13
A0A7Y0F1Z2	LC13
A0A7Y0FU36	LC08
A0A7Y0G9D2	LC10
A0A7Y0GHH4	LC30
A0A7Y0H2B2	LC07
A0A7Y0H652	LC13
A0A7Y0IE67	LC02
A0A7Y0JM98	LC03
A0A7Y0KIW0	LC00
A0A7Y0KTP8	LC37
A0A7Y0LAJ9	LC08
A0A7Y0M6B4	LC45
A0A7Y0NJR2	LC43
A0A7Y0NQQ1	LC00
A0A7Y0P7Z8	LC01
A0A7Y0Q063	LC14
A0A7Y0QH03	LC00
A0A7Y0QP42	LC13
A0A7Y0SZE0	LC42
A0A7Y0TKM1	LC05
A0A7Y0UUK4	LC00
A0A7Y0UY38	LC47
A0A7Y0VP93	LC12
A0A7Y0W0Q1	LC12
A0A7Y0WDS9	LC12
A0A7Y0XA21	LC09
A0A7Y0XWF9	LC08
A0A7Y0Y5F5	LC00
A0A7Y0YBI6	LC00
A0A7Y0YUR6	LC12
A0A7Y0ZI59	LC12
A0A7Y1AVQ9	LC31
A0A7Y1B521	LC12
A0A7Y1D9S0	LC12
A0A7Y1F154	LC12
A0A7Y1F861	LC12
A0A7Y1FGZ2	LC12
A0A7Y1FYP6	LC12
A0A7Y1GG26	LC12
A0A7Y1JWA2	LC12
A0A7Y1QK52	LC12
A0A7Y1SMS5	LC21
A0A7Y1T870	LC11
A0A7Y1THF7	LC27
A0A7Y1TSC1	LC00
A0A7Y1TXT9	LC05
A0A7Y1UDD0	LC04
A0A7Y1UUX7	LC01
A0A7Y1V6F9	LC04
A0A7Y1VKT2	LC17
A0A7Y1VZM1	LC20
A0A7Y1XH00	LC05
A0A7Y1XZ24	LC00
A0A7Y1Y4D7	LC06
A0A7Y1Y7X5	LC00
A0A7Y1YPC5	LC14
A0A7Y1YVC3	LC03
A0A7Y1ZAZ6	LC18
A0A7Y1ZJ99	LC08
A0A7Y1ZMS6	LC26
A0A7Y1ZY66	LC01
A0A7Y2A154	LC33
A0A7Y2A500	LC00
A0A7Y2AF48	LC13
A0A7Y2B3S7	LC20
A0A7Y2BAE2	LC03
A0A7Y2BG62	LC21
A0A7Y2BTS7	LC21
A0A7Y2BWK4	LC03
A0A7Y2CGB4	LC04
A0A7Y2CQ29	LC00
A0A7Y2D7R0	LC36
A0A7Y2DCA7	LC01
A0A7Y2DGR5	LC27
A0A7Y2EDQ9	LC00
A0A7Y2EHX1	LC07
A0A7Y2ES20	LC07
A0A7Y2F1G7	LC00
A0A7Y2FF28	LC20
A0A7Y2GDN2	LC11
A0A7Y2GV47	LC00
A0A7Y2GYL2	LC03
A0A7Y2H149	LC01
A0A7Y2H783	LC27
A0A7Y2HAS3	LC03
A0A7Y2HUP9	LC05
A0A7Y2HXP5	LC11
A0A7Y2I953	LC01
A0A7Y2IIV2	LC01
A0A7Y2ILZ1	LC01
A0A7Y2ISZ0	LC01
A0A7Y2J1D0	LC11
A0A7Y2K2T3	LC04
A0A7Y2K6L9	LC36
A0A7Y2KD87	LC45
A0A7Y2KYP2	LC12
A0A7Y2LCX4	LC07
A0A7Y2LUA5	LC23
A0A7Y2LW10	LC07
A0A7Y2LY46	LC24
A0A7Y2MQ23	LC02
A0A7Y2MUA4	LC02
A0A7Y2N2Z0	LC00
A0A7Y2NUJ5	LC11
A0A7Y2QBU3	LC15
A0A7Y2R2A3	LC15
A0A7Y2S7J5	LC01
A0A7Y2T440	LC27
A0A7Y2T486	LC05
A0A7Y2TD42	LC36
A0A7Y2U6D1	LC05
A0A7Y2UGM3	LC27
A0A7Y2UXX3	LC27
A0A7Y2UZJ8	LC07
A0A7Y2VEL9	LC27
A0A7Y2VPB6	LC27
A0A7Y2WWE4	LC17
A0A7Y2Z7P7	LC01
A0A7Y2ZEX5	LC02
A0A7Y3ASQ2	LC27
A0A7Y3BEA9	LC11
A0A7Y3BIB6	LC36
A0A7Y3BLX1	LC36
A0A7Y3C907	LC27
A0A7Y3CMR3	LC05
A0A7Y3CVY6	LC09
A0A7Y3DAE4	LC07
A0A7Y3E2R9	LC21
A0A7Y3EAI0	LC00
A0A7Y3EFI6	LC21
A0A7Y3ESK6	LC03
A0A7Y3EU59	LC01
A0A7Y3F8X9	LC00
A0A7Y3FJW2	LC21
A0A7Y3FNQ7	LC17
A0A7Y3FS20	LC07
A0A7Y3G1E6	LC00
A0A7Y3G9Y9	LC21
A0A7Y3GEU7	LC00
A0A7Y3GEY2	LC00
A0A7Y3GHS3	LC00
A0A7Y3H639	LC03
A0A7Y3HIT4	LC09
A0A7Y3HT83	LC14
A0A7Y3I5U6	LC11
A0A7Y3IWR8	LC07
A0A7Y3JJ56	LC05
A0A7Y3JNH4	LC10
A0A7Y3JY64	LC05
A0A7Y3K3N6	LC25
A0A7Y3K7N6	LC25
A0A7Y3KJ46	LC03
A0A7Y3KQD6	LC03
A0A7Y3KSG0	LC01
A0A7Y3KYY7	LC11
A0A7Y3L1L2	LC00
A0A7Y3LE03	LC01
A0A7Y3LMQ6	LC01
A0A7Y3M5J6	LC07
A0A7Y3MDC2	LC20
A0A7Y3N3J4	LC09
A0A7Y3NA02	LC10
A0A7Y3NF82	LC29
A0A7Y3PCG7	LC01
A0A7Y3PI05	LC01
A0A7Y3PVF9	LC01
A0A7Y3R3N6	LC09
A0A7Y3RAR1	LC27
A0A7Y3RMI9	LC02
A0A7Y3S4F8	LC15
A0A7Y3SY76	LC11
A0A7Y3T435	LC06
A0A7Y3TFR0	LC00
A0A7Y3TJF8	LC35
A0A7Y3UV01	LC31
A0A7Y3V3M5	LC08
A0A7Y3VC32	LC09
A0A7Y3VGY1	LC09
A0A7Y3VL31	LC09
A0A7Y3VTB9	LC09
A0A7Y3WNL3	LC15
A0A7Y3X1T4	LC02
A0A7Y3X7D7	LC37
A0A7Y3XAG2	LC03
A0A7Y3YHE7	LC09
A0A7Y3YVN6	LC09
A0A7Y3Z8H1	LC09
A0A7Y3ZUI7	LC09
A0A7Y3ZVH1	LC09
A0A7Y4BF41	LC09
A0A7Y4CE18	LC09
A0A7Y4DHL2	LC09
A0A7Y4DRE7	LC40
A0A7Y4EG22	LC09
A0A7Y4ERI4	LC09
A0A7Y4F9Z6	LC09
A0A7Y4FJI5	LC00
A0A7Y4FSD0	LC40
A0A7Y4G281	LC09
A0A7Y4G2F5	LC09
A0A7Y4HWV3	LC13
A0A7Y4INZ6	LC26
A0A7Y4J0U7	LC24
A0A7Y4JJM8	LC26
A0A7Y4JS62	LC24
A0A7Y4KMR9	LC24
A0A7Y4LVS1	LC06
A0A7Y4M377	LC06
A0A7Y4P2B2	LC41
A0A7Y4P576	LC18
A0A7Y4QSD1	LC36
A0A7Y4RP78	LC22
A0A7Y4RYD3	LC05
A0A7Y4S1U5	LC30
A0A7Y4SIV8	LC05
A0A7Y4SJC7	LC00
A0A7Y4SNN2	LC00
A0A7Y4SUA6	LC17
A0A7Y4SVR2	LC02
A0A7Y4T009	LC07
A0A7Y4TCJ1	LC21
A0A7Y4TE77	LC02
A0A7Y4TIN8	LC00
A0A7Y4TUM1	LC02
A0A7Y4TY23	LC02
A0A7Y4U048	LC03
A0A7Y4UJZ1	LC32
A0A7Y4UWD6	LC22
A0A7Y4VDR3	LC02
A0A7Y4VLY0	LC36
A0A7Y4VT06	LC00
A0A7Y4W701	LC20
A0A7Y4XAV2	LC02
A0A7Y4XSC0	LC00
A0A7Y4Y0F2	LC25
A0A7Y4YMN8	LC05
A0A7Y4Z205	LC04
A0A7Y4ZRK2	LC14
A0A7Y4ZYG1	LC30
A0A7Y5AGT4	LC31
A0A7Y5ARN6	LC00
A0A7Y5BHE2	LC31
A0A7Y5BT07	LC00
A0A7Y5C522	LC00
A0A7Y5CH62	LC36
A0A7Y5CXD6	LC07
A0A7Y5DA04	LC02
A0A7Y5DKM3	LC05
A0A7Y5F7Q3	LC08
A0A7Y5FDF4	LC25
A0A7Y5FKB2	LC03
A0A7Y5FQB9	LC02
A0A7Y5FV29	LC03
A0A7Y5JAN3	LC14
A0A7Y5JKF2	LC20
A0A7Y5JRF9	LC36
A0A7Y5KIZ0	LC36
A0A7Y5KSJ8	LC34
A0A7Y5L4T3	LC17
A0A7Y5LDY1	LC03
A0A7Y5LIS2	LC36
A0A7Y5LRJ9	LC31
A0A7Y5LZC3	LC06
A0A7Y5M6I2	LC30
A0A7Y5NDC5	LC03
A0A7Y5NGK0	LC00
A0A7Y5PE05	LC17
A0A7Y5Q2I3	LC11
A0A7Y5Q4C9	LC26
A0A7Y5QJE2	LC17
A0A7Y5R5R1	LC04
A0A7Y5RMS7	LC20
A0A7Y5S9C0	LC00
A0A7Y5SVV3	LC00
A0A7Y5T128	LC02
A0A7Y5TGA1	LC00
A0A7Y5UJY0	LC05
A0A7Y5URJ4	LC05
A0A7Y5V3E2	LC00
A0A7Y5VFU9	LC03
A0A7Y5W0Q2	LC06
A0A7Y5WS92	LC17
A0A7Y5WUY5	LC06
A0A7Y5WYM9	LC00
A0A7Y5Y9G6	LC13
A0A7Y5YQ68	LC31
A0A7Y5Z7T0	LC31
A0A7Y5ZU30	LC22
A0A7Y5ZZB9	LC00
A0A7Y6A8V3	LC01
A0A7Y6AI50	LC13
A0A7Y6ARU4	LC12
A0A7Y6B505	LC10
A0A7Y6C4G7	LC04
A0A7Y6CAE7	LC01
A0A7Y6CZ08	LC05
A0A7Y6DMU1	LC18
A0A7Y6FTK1	LC01
A0A7Y6G8W0	LC01
A0A7Y6GNX0	LC01
A0A7Y6H521	LC01
A0A7Y6HMZ4	LC01
A0A7Y6ID25	LC01
A0A7Y6IS91	LC01
A0A7Y6KQ16	LC01
A0A7Y6LXQ6	LC01
A0A7Y6MPB4	LC09
A0A7Y6MY12	LC29
A0A7Y6NWT8	LC45
A0A7Y6PU80	LC21
A0A7Y6QRF9	LC00
A0A7Y6R634	LC03
A0A7Y6RA05	LC03
A0A7Y6ULR6	LC15
A0A7Y6VT96	LC01
A0A7Y6X0U8	LC26
A0A7Y6XFV2	LC26
A0A7Y6XZD9	LC06
A0A7Y6YGK6	LC03
A0A7Y6Z1G7	LC03
A0A7Y6ZZI1	LC14
A0A7Y7ADP5	LC02
A0A7Y7B1Y7	LC01
A0A7Y7CJM2	LC04
A0A7Y7D3K5	LC11
A0A7Y7DFS1	LC18
A0A7Y7E3N3	LC05
A0A7Y7H2H3	LC00
A0A7Y7HAY8	LC06
A0A7Y7I261	LC30
A0A7Y7ID70	LC13
A0A7Y7IKI0	LC13
A0A7Y7IXI7	LC02
A0A7Y7JII6	LC31
A0A7Y7L267	LC06
A0A7Y7LMI8	LC30
A0A7Y7M9Y8	LC05
A0A7Y7NAD3	LC21
A0A7Y7NEZ1	LC21
A0A7Y7NHK2	LC14
A0A7Y7NT77	LC02
A0A7Y7P2I1	LC04
A0A7Y7PD59	LC08
A0A7Y7PNQ9	LC36
A0A7Y7PRA6	LC00
A0A7Y7QUT0	LC10
A0A7Y7RGJ1	LC12
A0A7Y7SPX9	LC40
A0A7Y7T1P1	LC12
A0A7Y7TE26	LC09
A0A7Y7TR15	LC04
A0A7Y7WK60	LC12
A0A7Y7WTP2	LC31
A0A7Y7XY35	LC31
A0A7Y7ZDI6	LC12
A0A7Y8A0X9	LC31
A0A7Y8AJF9	LC12
A0A7Y8C2G8	LC31
A0A7Y8CMC9	LC12
A0A7Y8CS60	LC09
A0A7Y8CV15	LC12
A0A7Y8DL23	LC12
A0A7Y8EJR2	LC31
A0A7Y8EQX7	LC12
A0A7Y8F5H3	LC02
A0A7Y8FY58	LC12
A0A7Y8GS65	LC06
A0A7Y8H507	LC36
A0A7Y8HIJ7	LC33
A0A7Y8I304	LC02
A0A7Y8IAR1	LC36
A0A7Y8IXX7	LC02
A0A7Y8J7C9	LC36
A0A7Y8J9W3	LC20
A0A7Y8JI81	LC20
A0A7Y8KW11	LC30
A0A7Y8MH26	LC06
A0A7Y8MT15	LC07
A0A7Y8MYS6	LC15
A0A7Y8NVY4	LC08
A0A7Y8P8H4	LC00
A0A7Y8PBM1	LC23
A0A7Y8PEY1	LC23
A0A7Y8PPI7	LC23
A0A7Y8Q2Y3	LC23
A0A7Y8Q821	LC23
A0A7Y8Q8X6	LC23
A0A7Y8QFJ5	LC06
A0A7Y8SMN6	LC43
A0A7Y8SR91	LC04
A0A7Y8TXI3	LC23
A0A7Y8U4S3	LC23
A0A7Y8USK5	LC12
A0A7Y8VCT3	LC40
A0A7Y8VL55	LC05
A0A7Y8VSJ9	LC00
A0A7Y8X1Q6	LC01
A0A7Y8YG09	LC09
A0A7Y9B3J6	LC00
A0A7Y9C4B5	LC27
A0A7Y9D8P0	LC10
A0A7Y9DIM3	LC22
A0A7Y9E3M3	LC01
A0A7Y9EHG1	LC01
A0A7Y9EVL0	LC03
A0A7Y9F0S5	LC01
A0A7Y9FNZ5	LC10
A0A7Y9G7Z8	LC01
A0A7Y9H190	LC21
A0A7Y9HLV6	LC30
A0A7Y9HXZ1	LC06
A0A7Y9IB02	LC44
A0A7Y9IZM2	LC38
A0A7Y9J5W6	LC00
A0A7Y9JYD3	LC00
A0A7Y9KJ80	LC24
A0A7Y9KYP7	LC01
A0A7Y9LTJ4	LC13
A0A7Y9MCI8	LC24
A0A7Y9MKM9	LC24
A0A7Y9MV36	LC25
A0A7Y9MYF5	LC24
A0A7Y9N9Q9	LC10
A0A7Y9NI58	LC06
A0A7Y9NLG4	LC00
A0A7Y9PHR2	LC00
A0A7Y9QYB3	LC05
A0A7Y9RSQ8	LC01
A0A7Y9S2B3	LC01
A0A7Y9UDI1	LC42
A0A7Y9VVA9	LC12
A0A7Y9X552	LC03
A0A7Y9XFA4	LC06
A0A7Y9XS63	LC31
A0A7Y9XX19	LC10
A0A7Y9YJN7	LC01
A0A7Y9Z3E1	LC11
A0A7Y9Z7M6	LC00
A0A7Y9ZHL0	LC01
A0A7Z0B9B3	LC29
A0A7Z0D0Y2	LC00
A0A7Z0D9N5	LC44
A0A7Z0DQ77	LC01
A0A7Z0ELI8	LC06
A0A7Z0H8M4	LC18
A0A7Z0HWV0	LC11
A0A7Z0HYG9	LC11
A0A7Z0I318	LC09
A0A7Z0IWS9	LC15
A0A7Z0J860	LC18
A0A7Z0MJD8	LC38
A0A7Z0MZX0	LC38
A0A7Z0NBF7	LC03
A0A7Z0NP85	LC03
A0A7Z0P2Y2	LC12
A0A7Z0PVG6	LC01
A0A7Z0QQT7	LC25
A0A7Z0RDR2	LC15
A0A7Z0RTY4	LC03
A0A7Z0RZ35	LC03
A0A7Z0S886	LC38
A0A7Z0SG22	LC38
A0A7Z0SS05	LC36
A0A7Z0SZE7	LC06
A0A7Z0V075	LC05
A0A7Z0VK02	LC02
A0A7Z0WIX3	LC22
A0A7Z1AIG5	LC00
A0A7Z1BQV8	LC19
A0A7Z1DX21	LC43
A0A7Z1FQU0	LC16
A0A7Z1GMX1	LC31
A0A7Z1HGW9	LC45
A0A7Z1LL37	LC06
A0A7Z1MKC1	LC00
A0A7Z1R4S8	LC17
A0A7Z1TXG7	LC01
A0A7Z1WHU4	LC23
A0A7Z1X3N7	LC32
A0A7Z2B1Q8	LC09
A0A7Z2BJC9	LC23
A0A7Z2FSJ0	LC40
A0A7Z2GI37	LC29
A0A7Z2J8D6	LC29
A0A7Z2KYT7	LC12
A0A7Z2LH81	LC12
A0A7Z2Q2Q2	LC06
A0A7Z2RFH9	LC12
A0A7Z2S5U5	LC10
A0A7Z2SHT6	LC06
A0A7Z2W1N2	LC08
A0A7Z2XJP5	LC12
A0A7Z2Y3K2	LC31
A0A7Z2Y9H0	LC03
A0A7Z2YD26	LC09
A0A7Z2YJ00	LC12
A0A7Z2ZEA5	LC12
A0A7Z2ZIV2	LC07
A0A7Z2ZLL2	LC17
A0A7Z3AMI8	LC12
A0A7Z3C9V8	LC12
A0A7Z3CKL5	LC31
A0A7Z3GNC2	LC12
A0A7Z3HCC0	LC04
A0A7Z3YIT6	LC04
A0A7Z6KXH8	LC22
A0A7Z6R0I7	LC11
A0A7Z6STL5	LC16
A0A7Z6TAC8	LC01
A0A7Z6TPL6	LC01
A0A7Z6U6K8	LC12
A0A7Z6UIQ5	LC12
A0A7Z6UP66	LC12
A0A7Z6VX06	LC29
A0A7Z6W6B1	LC12
A0A7Z6ZVH6	LC40
A0A7Z7AUE6	LC04
A0A7Z7B0F4	LC29
A0A7Z7BYS8	LC18
A0A7Z7CIN2	LC04
A0A7Z7CXJ6	LC24
A0A7Z7D6F7	LC05
A0A7Z7EM80	LC07
A0A7Z7H218	LC29
A0A7Z7I894	LC29
A0A7Z7IKS5	LC00
A0A7Z7J1W6	LC07
A0A7Z7JBW1	LC32
A0A7Z7LPG1	LC15
A0A7Z7N015	LC03
A0A7Z7NKZ8	LC20
A0A7Z7PM76	LC33
A0A7Z7QEQ7	LC06
A0A7Z7QNV7	LC06
A0A7Z7WF96	LC38
A0A7Z8E2U6	LC06
A0A7Z8EYZ8	LC29
A0A7Z8JTH3	LC12
A0A7Z8JZ71	LC00
A0A7Z8P215	LC04
A0A7Z8P9I3	LC08
A0A7Z8PAK3	LC28
A0A7Z8QES0	LC05
A0A7Z8QQW6	LC05
A0A7Z8R617	LC05
A0A7Z8RDG4	LC21
A0A7Z8S532	LC17
A0A7Z8S6U4	LC17
A0A7Z8VLP4	LC05
A0A7Z8VRX5	LC05
A0A7Z8W2B2	LC17
A0A7Z8Y3W2	LC02
A0A7Z8Y7R3	LC00
A0A7Z8YBC2	LC00
A0A7Z9A6M4	LC13
A0A7Z9B314	LC09
A0A7Z9CGJ3	LC32
A0A7Z9CQF6	LC09
A0A7Z9E340	LC35
A0A7Z9E4F9	LC35
A0A7Z9EXV1	LC18
A0A7Z9H5L4	LC20
A0A7Z9HQR4	LC05
A0A7Z9IDH8	LC25
A0A7Z9K2T5	LC10
A0A7Z9KGL5	LC10
A0A7Z9M7H0	LC10
A0A7Z9Y0F1	LC05
A0A800BX24	LC32
A0A800CA47	LC13
A0A800DKM1	LC01
A0A800ERQ7	LC05
A0A800IQC3	LC00
A0A800JY98	LC05
A0A800MDA7	LC25
A0A800ME16	LC20
A0A800MNK6	LC05
A0A806F0L8	LC07
A0A806FL25	LC13
A0A806HV39	LC17
A0A806ICP3	LC06
A0A806IGH0	LC08
A0A806IR78	LC06
A0A806JYA3	LC00
A0A806LGS0	LC07
A0A806LNL1	LC18
A0A806M611	LC00
A0A806P9P4	LC03
A0A806T162	LC08
A0A806TXY8	LC19
A0A806US21	LC29
A0A806VAW0	LC44
A0A806XG15	LC09
A0A806Z6A0	LC09
A0A807AIL6	LC15
A0A807CET2	LC15
A0A807DZE5	LC38
A0A807EK23	LC29
A0A807EWB0	LC29
A0A807LDF9	LC09
A0A807Q6Z9	LC05
A0A807R1V5	LC07
A0A807YI18	LC32
A0A807ZDY8	LC04
A0A808FH04	LC07
A0A808FV52	LC23
A0A808II71	LC09
A0A808WDR0	LC29
A0A808Y5E1	LC40
A0A809E728	LC32
A0A809GZN5	LC13
A0A809KCB8	LC06
A0A809MNQ5	LC38
A0A809N623	LC28
A0A809PR95	LC30
A0A809RKD1	LC20
A0A809S0N3	LC09
A0A810DYA2	LC04
A0A810LA39	LC24
A0A810N641	LC26
A0A810NKV9	LC39
A0A810QE59	LC06
A0A811G705	LC23
A0A811GC28	LC23
A0A811GFZ4	LC23
A0A811GSZ1	LC38
A0A811SWE2	LC09
A0A811VQZ7	LC19
A0A811ZYY1	LC36
A0A812FKN5	LC09
A0A812GMG6	LC09
A0A822LAK2	LC37
A0A822LIG5	LC25
A0A822LRL5	LC02
A0A822LTF9	LC07
A0A822MV98	LC09
A0A822PGX6	LC19
A0A822TJZ4	LC19
A0A822V4K9	LC15
A0A822X351	LC09
A0A823T5H2	LC28
A0A824NJT0	LC28
A0A824YGU9	LC28
A0A825A297	LC28
A0A825C2Q6	LC28
A0A825L8M4	LC28
A0A825SEY3	LC28
A0A826DQC3	LC28
A0A826H080	LC17
A0A826HMF0	LC07
A0A826L452	LC19
A0A826X3F9	LC19
A0A828GF50	LC19
A0A828LVC5	LC19
A0A828QUB4	LC28
A0A828RFR6	LC08
A0A828RK42	LC20
A0A828RQ27	LC33
A0A828SEI6	LC44
A0A828SWL4	LC23
A0A828SXB6	LC23
A0A828SY43	LC02
A0A828U2Y4	LC19
A0A828ULY8	LC44
A0A828VKB9	LC02
A0A828VZM3	LC08
A0A828X0Q9	LC17
A0A828Y6C9	LC05
A0A828YMD6	LC07
A0A828YWE2	LC05
A0A829BPN5	LC05
A0A829C1E4	LC00
A0A829CUH6	LC19
A0A829G3L7	LC19
A0A829G7I8	LC07
A0A829GMZ7	LC07
A0A829H0D2	LC07
A0A829H8Z4	LC07
A0A829HKM7	LC23
A0A829HSD5	LC13
A0A829J2C6	LC19
A0A829JY62	LC23
A0A829K9C0	LC23
A0A829KJ82	LC03
A0A829LDZ4	LC19
A0A829LT41	LC06
A0A829LZD9	LC08
A0A829MKW1	LC13
A0A829N0K7	LC15
A0A829NQ25	LC26
A0A829NRV1	LC34
A0A829P067	LC28
A0A829QB09	LC13
A0A829QGM6	LC13
A0A829RFS7	LC23
A0A829RHG8	LC23
A0A829RN37	LC23
A0A829RN94	LC23
A0A829RSI1	LC23
